ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input W,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input watts,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DCB09,,,DIMPLEX,0.5,Non Ducted,Window Wall,,Air,Air,China,0.79,2.1,2.6,,0.0,0.0,0.0,,0.73,2.4,Calorimeter Room,3.2246,3.4061,False,0.0,,2.0,2.0,0.0,0.0,,,,3.19719160501283,3.37292435424354,,,1.8944,2.2458,1.5,2.0,Calorimeter Room,Single,R410A,Australia,109525,2022-08-11,,Approved,Reverse Cycle,,Class 1,False,,False,,,,,3.2246,Available,,,,http://www.dimplex.co.nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.png,AAC2756,,,,,,,0.79,,,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2632,3.2575
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DCB14,,,DIMPLEX,0.8,Non Ducted,Window Wall,,Air,Air,China,1.25,3.3,4.1,,0.0,0.0,0.0,,1.09,3.6,Calorimeter Room,3.1766,3.4927,False,0.0,,2.0,2.0,0.0,0.0,,,,3.15965221774194,3.47139397882106,,,1.8193,2.4428,1.5,2.0,Calorimeter Room,Single,R410A,Australia,109526,2022-08-11,,Approved,Reverse Cycle,,Class 1,False,,False,,,,,3.1766,Available,,,,http://www.dimplex.co.nz,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.png,AAC2757,,,,,,,1.25,,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2624,3.2824
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,XPELSS09,,,Xpelair,0.5,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.68,2.1,2.6,,0.0,0.0,0.0,,0.7,2.6,Calorimeter Room,3.7988,3.7332,True,0.0,,0.017,0.017,0.0,0.0,,,,3.79851565202716,3.73292347845033,,,3.097,2.9658,3.0,2.5,Calorimeter Room,Single,R410A,Australia,109527,2022-08-11,,Approved,Reverse Cycle,,Class 3,False,,False,,,,,3.7988,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_2.5.png,AAC2758,,Variable output compressor,Inverter,,,,0.68,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8232,3.714
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,XPELSS18,,,Xpelair,1.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.5,3.9,5.1,,0.0,0.0,0.0,,1.48,5.2,Calorimeter Room,3.2633,3.4753,True,0.0,,0.009,0.009,0.0,0.0,,,,3.26326715427544,3.47524968418161,,,2.0265,2.4505,2.0,2.0,Calorimeter Room,Single,R410A,Australia,109528,2022-08-11,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.2633,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,AAC2759,,Variable output compressor,Inverter,,,,1.5,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3999,3.5134
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,TWW40CFBGJBB,,,TECO,1.33,Non Ducted,Window Wall,,Air,,China,1.22,2.76,4.09,700.0,0.0,0.0,0.0,428.0,0.0,0.0,Calorimeter Room,3.3577,0.0,False,0.0,,0.61,0.0,0.0,0.0,,,,3.35200069316721,0.0,,,2.204,0.0,2.0,0.0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",109529,2022-10-31,,Approved,Cooling Only,660.0,Class 1,False,,False,,,,,3.3577,Available,,,http://www.gree.com.cn/,http://www.companyname.com,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2_Star.png,AAC2856,,,,,,,1.22,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3468,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-4LE2R5,U-4LE2R5,,PANASONIC,0.76,Ducted,Multiple split - VRF,,Air,Air,Malaysia,2.69,11.34,12.1,,0.0,0.0,0.0,,2.41,12.5,Enthalpy Test Room,4.3472,5.1786,True,0.0,,28.7,26.0,0.0,0.0,,,,4.198652627011,4.99416266701258,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109537,2022-08-11,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,4.3472,Available,,,,,True,,,AAC2754,,Variable output compressor,Inverter,,,,2.69,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3416,5.0042
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-4LE2R5E / S-28MF2E5A / S-28MF2E5A / S-28MF2E5A / S-36MF2E5A,U-4LE2R5,,PANASONIC,0.76,Ducted,Multiple split - VRF,,Air,Air,Malaysia,2.69,11.34,12.1,,0.0,0.0,0.0,,2.41,12.5,Enthalpy Test Room,4.3472,5.1786,True,0.0,,28.7,26.0,0.0,0.0,,,,4.198652627011,4.99416266701258,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109537,2022-08-11,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,4.3472,Available,,,,,True,,,AAC2754,,Variable output compressor,Inverter,,,,2.69,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3416,5.0042
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-4LE2R5 / S-28MF2E5A / S-28MF2E5A / S-28MF2E5A / S-36MF2E5A,U-4LE2R5,,PANASONIC,0.76,Ducted,Multiple split - VRF,,Air,Air,Malaysia,2.69,11.34,12.1,,0.0,0.0,0.0,,2.41,12.5,Enthalpy Test Room,4.3472,5.1786,True,0.0,,28.7,26.0,0.0,0.0,,,,4.198652627011,4.99416266701258,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109537,2022-08-11,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,4.3472,Available,,,,,True,,,AAC2754,,Variable output compressor,Inverter,,,,2.69,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3416,5.0042
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-5LE2R5,U-5LE2R5,,PANASONIC,1.57,Ducted,Multiple split - VRF,,Air,Air,Malaysia,3.45,12.43,14.0,,0.0,0.0,0.0,,3.48,16.0,Enthalpy Test Room,3.9306,4.4905,True,0.0,,28.7,26.0,0.0,0.0,,,,3.82506976185481,4.38185784162517,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109542,2022-08-10,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,3.9306,Available,,,,,True,,,AAC2750,,Variable output compressor,Inverter,,,,3.45,,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.947,4.4845
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-5LE2R5E / S-36MF2E5A / S-36MF2E5A / S-36MF2E5A / S-36MF2E5A,U-5LE2R5,,PANASONIC,1.57,Ducted,Multiple split - VRF,,Air,Air,Malaysia,3.45,12.43,14.0,,0.0,0.0,0.0,,3.48,16.0,Enthalpy Test Room,3.9306,4.4905,True,0.0,,28.7,26.0,0.0,0.0,,,,3.82506976185481,4.38185784162517,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109542,2022-08-10,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,3.9306,Available,,,,,True,,,AAC2750,,Variable output compressor,Inverter,,,,3.45,,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.947,4.4845
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-5LE2R5 / S-36MF2E5A / S-36MF2E5A / S-36MF2E5A / S-36MF2E5A,U-5LE2R5,,PANASONIC,1.57,Ducted,Multiple split - VRF,,Air,Air,Malaysia,3.45,12.43,14.0,,0.0,0.0,0.0,,3.48,16.0,Enthalpy Test Room,3.9306,4.4905,True,0.0,,28.7,26.0,0.0,0.0,,,,3.82506976185481,4.38185784162517,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109542,2022-08-10,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,3.9306,Available,,,,,True,,,AAC2750,,Variable output compressor,Inverter,,,,3.45,,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.947,4.4845
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-6LE2R5,U-6LE2R5,,PANASONIC,2.33,Ducted,Multiple split - VRF,,Air,Air,Malaysia,4.16,13.17,15.5,,0.0,0.0,0.0,,3.86,16.5,Enthalpy Test Room,3.6,4.2544,True,0.0,,28.7,26.0,0.0,0.0,,,,3.51919918667397,4.15892240763056,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109543,2022-08-11,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,3.6,Available,,,,,True,,,AAC2755,,Variable output compressor,Inverter,,,,4.16,,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6411,4.1795
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-6LE2R5E / S-36MF2E5A / S-36MF2E5A / S-45MF2E5A / S-45MF2E5A,U-6LE2R5,,PANASONIC,2.33,Ducted,Multiple split - VRF,,Air,Air,Malaysia,4.16,13.17,15.5,,0.0,0.0,0.0,,3.86,16.5,Enthalpy Test Room,3.6,4.2544,True,0.0,,28.7,26.0,0.0,0.0,,,,3.51919918667397,4.15892240763056,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109543,2022-08-11,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,3.6,Available,,,,,True,,,AAC2755,,Variable output compressor,Inverter,,,,4.16,,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6411,4.1795
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,U-6LE2R5 / S-36MF2E5A / S-36MF2E5A / S-45MF2E5A / S-45MF2E5A,U-6LE2R5,,PANASONIC,2.33,Ducted,Multiple split - VRF,,Air,Air,Malaysia,4.16,13.17,15.5,,0.0,0.0,0.0,,3.86,16.5,Enthalpy Test Room,3.6,4.2544,True,0.0,,28.7,26.0,0.0,0.0,,,,3.51919918667397,4.15892240763056,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",109543,2022-08-11,,Approved,Reverse Cycle,,Class 10,True,,,True,True,True,,3.6,Available,,,,,True,,,AAC2755,,Variable output compressor,Inverter,,,,4.16,,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6411,4.1795
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,RAV-SM1103DT-A / RAV-SP1104AT-A2,,,Toshiba,1.35,Ducted,Single Split System,,Air,Air,Japan,3.15,9.05,10.4,,0.0,0.0,0.0,,2.58,11.3,Enthalpy Test Room,3.3046,4.3502,True,0.0,,12.0,12.0,0.0,0.0,,,,3.2625346877786,4.28272235301312,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",109594,2022-08-21,,Approved,Reverse Cycle,,Class 7,True,,,True,False,False,,3.3046,Available,,,http://www.toshiba-carrier.co.jp/,,True,,,AAC2769,,Variable output compressor,Inverter,,,,3.15,,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2596,4.3121
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,RAV-SM1403DT-A / RAV-SP1404AT-A2,,,Toshiba,1.8,Ducted,Single Split System,,Air,Air,Japan,3.66,10.7,12.5,,0.0,0.0,0.0,,3.38,14.0,Enthalpy Test Room,3.2697,4.1462,True,0.0,,12.0,12.0,0.0,0.0,,,,3.23488008068159,4.09610070982802,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",109596,2022-08-21,,Approved,Reverse Cycle,,Class 7,True,,,True,False,False,,3.2697,Available,,,http://www.toshiba-carrier.co.jp/,,True,,,AAC2770,,Variable output compressor,Inverter,,,,3.66,,,,,,,,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3779,4.0929
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,RAV-SM1106BTP-E / RAV-SP1104AT-A2,,,Toshiba,1.8,Ducted,Single Split System,,Air,Air,"Thailand,Japan",2.64,8.2,10.0,,0.0,0.0,0.0,,2.77,11.2,Enthalpy Test Room,3.9552,4.1192,True,0.0,,12.0,12.0,0.0,0.0,,,,3.8925078888993,4.05883118385287,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",109606,2022-08-21,,Approved,Reverse Cycle,,Class 7,True,,,True,False,False,,3.9552,Available,,,http://www.toshiba-carrier.co.jp/,,True,,,AAC2772,,Variable output compressor,Inverter,,,,2.64,,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7306,3.985
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,RAV-SM1406BTP-E / RAV-SP1404AT-A2,,,Toshiba,3.2,Ducted,Single Split System,,Air,Air,"Thailand,Japan",3.83,9.3,12.5,,0.0,0.0,0.0,,3.67,14.0,Enthalpy Test Room,3.1289,3.6455,True,50.0,,12.0,12.0,4.56715467854869,4.66160520607375,,,,3.09699538836418,3.606706933434,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",109613,2022-08-22,,Approved,Reverse Cycle,,Class 7,True,,,True,False,False,,3.1289,Available,,,http://www.toshiba-aircon.in.th/,,True,,,AAC2773,,Variable output compressor,Inverter,,,,3.83,,,,,,,,,,,,,,,,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2295,3.773
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM1104UTP-E / RAV-SP1104AT-A2,,,Toshiba,1.9,Non Ducted,Single Split System,Cassette,Air,Air,"Thailand,Japan",2.21,8.1,10.0,,0.0,0.0,0.0,,2.34,11.2,Enthalpy Test Room,4.3608,4.6344,True,0.0,,12.0,12.0,0.0,0.0,,,,4.28424278097085,4.55737919952778,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",109637,2022-08-17,,Approved,Reverse Cycle,,Class 5,True,,,True,False,False,,4.3608,Available,,,http://www.toshiba-aircon.in.th/,,True,,,AAC2765,,Variable output compressor,Inverter,,,,2.21,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4433,4.7048
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM1404UTP-E / RAV-SP1404AT-A2,,,Toshiba,3.2,Non Ducted,Single Split System,Cassette,Air,Air,"Thailand,Japan",3.16,9.3,12.5,,0.0,0.0,0.0,,3.21,14.0,Enthalpy Test Room,3.7679,4.1555,True,0.0,,12.0,12.0,0.0,0.0,,,,3.72150499763174,4.10511091986996,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",109639,2022-08-15,,Approved,Reverse Cycle,,Class 5,True,,,True,False,False,,3.7679,Available,,,http://www.toshiba-carrier.co.jp/,,True,,,AAC2763,,Variable output compressor,Inverter,,,,3.16,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9056,4.307
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM1108CTP-E / RAV-SP1104AT-A2,,,Toshiba,2.4,Non Ducted,Single Split System,Under ceiling,Air,Air,"Thailand,Japan",2.45,7.6,10.0,,0.0,0.0,0.0,,2.39,11.2,Enthalpy Test Room,3.9232,4.4691,True,0.0,,12.0,12.0,0.0,0.0,,,,3.86082991193155,4.39653240266393,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",109682,2022-08-18,,Approved,Reverse Cycle,,Class 5,True,,,True,False,False,,3.9232,Available,,,http://www.toshiba-carrier.co.jp/,,True,,,AAC2768,,Variable output compressor,Inverter,,,,2.45,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0152,4.608
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,RAV-SM1408CTP-E / RAV-SP1404AT-A2,,,Toshiba,3.4,Non Ducted,Single Split System,Under ceiling,Air,Air,"Thailand,Japan",3.9,9.1,12.5,,0.0,0.0,0.0,,3.62,14.0,Enthalpy Test Room,3.1004,3.7005,True,50.0,,12.0,12.0,4.39456193353474,5.03032345013477,,,,3.06938360759244,3.66063463744106,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",109684,2022-08-16,,Approved,Reverse Cycle,,Class 5,True,,,True,False,False,,3.1004,Available,,,http://www.toshiba-carrier.co.jp/,,True,,,AAC2764,,Variable output compressor,Inverter,,,,3.9,,,,,,,,,,,,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1721,3.8246
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,RPA-050D-R410A,,,Aggreko,13.8,Ducted,Packaged,,Air,Air,China,16.91,36.2,50.0,2250.0,0.0,,,2110.0,17.4,54.0,Enthalpy Test Room,3.0412,3.1028,False,,,37.1,40.2,0.0,0.0,,,,3.01890794012495,3.07953142158669,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",109731,2023-02-17,,Approved,Reverse Cycle,2206.0,Class 12,False,,False,,,,,3.0412,Available,,,http://www.gjwalker.com.au/,,False,,,AAC2766,,,,,,,16.91,,,,,,,,,,,,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9351,3.0794
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS Oct 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,RPA-020S-R410A,,,Aggreko,5.6,Ducted,Packaged,,Air,Air,China,6.2,15.0,20.6,1200.0,0.0,,,2130.0,7.2,23.0,Enthalpy Test Room,3.2198,3.2451,False,,,58.5,60.8,0.0,0.0,,,,3.12418797397912,3.15482870227949,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",109732,2023-02-15,,Approved,Reverse Cycle,1810.0,Class 11,False,,False,,,,,3.2198,Available,,,http://www.gjwalker.com.au/,,False,,,AAC2767,,,,,,,6.2,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2199,3.1058
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,WV 036,,,Diamond,9.48,Ducted,Packaged,,Water loop,,Australia,9.62,27.2,36.68,610.0,0.0,0.0,0.0,1750.0,0.0,0.0,Calorimeter Room,3.8129,0.0,False,0.0,,2.0,0.0,0.0,0.0,,,,3.8102123663621,0.0,,,0.0,0.0,0.0,0.0,None,Three,R407C,Australia,109754,2022-10-17,,Approved,Cooling Only,1550.0,Class 11,False,,False,,,,,3.8129,Available,,,,http://norm@diamondair.com.au,,,,AAC2841,,,,,,,9.62,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8102,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,WV048,,,Diamond,14.34,Ducted,Packaged,,Water loop,,Australia,12.1,34.8,49.14,870.0,0.0,0.0,0.0,2000.0,0.0,0.0,Calorimeter Room,4.0612,0.0,False,0.0,,2.0,0.0,0.0,0.0,,,,4.05888941384813,0.0,,,0.0,0.0,0.0,0.0,None,Three,R407C,Australia,109755,2022-10-17,,Approved,Cooling Only,1925.0,Class 12,False,,False,,,,,4.0612,Available,,,,http://norm@diamondair.com.au,,,,AAC2837,,,,,,,12.1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0589,0.0
